,id,age,gender,skinColor,accessories,nailPolish,aspectOfHand,imageName,irregularities
3184,1036,21,female,fair,1,0,palmar left,Hand_0003516.jpg,0
3195,1571,21,female,fair,1,0,palmar right,Hand_0003527.jpg,0
3196,1571,21,female,fair,1,0,palmar right,Hand_0003528.jpg,0
3197,1571,21,female,fair,1,0,palmar right,Hand_0003529.jpg,0
3198,1571,21,female,fair,1,0,palmar right,Hand_0003530.jpg,0
3199,1571,21,female,fair,1,0,palmar right,Hand_0003531.jpg,0
3200,1571,21,female,fair,1,0,palmar right,Hand_0003532.jpg,0
3201,1571,21,female,fair,1,0,palmar right,Hand_0003533.jpg,0
3202,1571,21,female,fair,1,0,palmar right,Hand_0003534.jpg,0
3203,1571,21,female,fair,1,0,palmar right,Hand_0003535.jpg,0
3204,1571,21,female,fair,1,0,palmar right,Hand_0003536.jpg,0
3205,1571,21,female,fair,1,0,palmar right,Hand_0003537.jpg,0
3206,1571,21,female,fair,1,0,palmar right,Hand_0003538.jpg,0
3207,1571,21,female,fair,1,0,palmar right,Hand_0003539.jpg,0
3208,1571,21,female,fair,1,0,palmar right,Hand_0003540.jpg,0
3209,1571,21,female,fair,1,0,palmar right,Hand_0003541.jpg,0
3210,1571,21,female,fair,1,0,palmar right,Hand_0003542.jpg,0
3211,1571,21,female,fair,1,0,palmar right,Hand_0003543.jpg,0
3212,1571,21,female,fair,1,0,palmar right,Hand_0003544.jpg,0
3213,1571,21,female,fair,1,0,palmar right,Hand_0003545.jpg,0
3214,1571,21,female,fair,1,0,palmar right,Hand_0003546.jpg,0
3215,1571,21,female,fair,1,0,palmar right,Hand_0003547.jpg,0
3244,1571,21,female,fair,1,0,palmar left,Hand_0003576.jpg,0
3245,1571,21,female,fair,1,0,palmar left,Hand_0003577.jpg,0
3246,1571,21,female,fair,1,0,palmar left,Hand_0003578.jpg,0
3247,1571,21,female,fair,1,0,palmar left,Hand_0003579.jpg,0
3248,1571,21,female,fair,1,0,palmar left,Hand_0003580.jpg,0
3249,1571,21,female,fair,1,0,palmar left,Hand_0003581.jpg,0
3250,1571,21,female,fair,1,0,palmar left,Hand_0003582.jpg,0
3251,1571,21,female,fair,1,0,palmar left,Hand_0003583.jpg,0
3252,1571,21,female,fair,1,0,palmar left,Hand_0003584.jpg,0
3253,1571,21,female,fair,1,0,palmar left,Hand_0003585.jpg,0
3254,1571,21,female,fair,1,0,palmar left,Hand_0003586.jpg,0
3255,1571,21,female,fair,1,0,palmar left,Hand_0003587.jpg,0
3256,1571,21,female,fair,1,0,palmar left,Hand_0003588.jpg,0
3257,1571,21,female,fair,1,0,palmar left,Hand_0003589.jpg,0
3258,1571,21,female,fair,1,0,palmar left,Hand_0003590.jpg,0
3259,1571,21,female,fair,1,0,palmar left,Hand_0003591.jpg,0
3268,1564,21,female,fair,0,0,palmar left,Hand_0003601.jpg,0
3269,1564,21,female,fair,0,0,palmar left,Hand_0003602.jpg,0
3270,1564,21,female,fair,0,0,palmar left,Hand_0003603.jpg,0
3271,1564,21,female,fair,0,0,palmar left,Hand_0003604.jpg,0
3272,1564,21,female,fair,0,0,palmar left,Hand_0003605.jpg,0
3273,1564,21,female,fair,0,0,palmar left,Hand_0003606.jpg,0
3274,1564,21,female,fair,0,0,palmar left,Hand_0003607.jpg,0
3275,1564,21,female,fair,0,0,palmar left,Hand_0003608.jpg,0
3276,1564,21,female,fair,0,0,palmar left,Hand_0003609.jpg,0
3277,1564,21,female,fair,0,0,palmar left,Hand_0003610.jpg,0
3278,1564,21,female,fair,0,0,palmar left,Hand_0003611.jpg,0
3279,1564,21,female,fair,0,0,palmar left,Hand_0003612.jpg,0
3280,1564,21,female,fair,0,0,palmar left,Hand_0003613.jpg,0
3281,1564,21,female,fair,0,0,palmar left,Hand_0003614.jpg,0
3282,1564,21,female,fair,0,0,palmar left,Hand_0003615.jpg,0
3283,1564,21,female,fair,0,0,palmar left,Hand_0003616.jpg,0
3284,1564,21,female,fair,0,0,palmar left,Hand_0003617.jpg,0
3294,1564,21,female,fair,0,0,palmar right,Hand_0003627.jpg,0
3295,1564,21,female,fair,0,0,palmar right,Hand_0003628.jpg,0
3296,1564,21,female,fair,0,0,palmar right,Hand_0003629.jpg,0
3297,1564,21,female,fair,0,0,palmar right,Hand_0003630.jpg,0
3298,1564,21,female,fair,0,0,palmar right,Hand_0003631.jpg,0
3299,1564,21,female,fair,0,0,palmar right,Hand_0003633.jpg,0
3300,1564,21,female,fair,0,0,palmar right,Hand_0003634.jpg,0
3301,1564,21,female,fair,0,0,palmar right,Hand_0003635.jpg,0
3302,1564,21,female,fair,0,0,palmar right,Hand_0003636.jpg,0
3303,1564,21,female,fair,0,0,palmar right,Hand_0003637.jpg,0
3304,1564,21,female,fair,0,0,palmar right,Hand_0003638.jpg,0
3305,1564,21,female,fair,0,0,palmar right,Hand_0003639.jpg,0
3306,1564,21,female,fair,0,0,palmar right,Hand_0003640.jpg,0
3307,1564,21,female,fair,0,0,palmar right,Hand_0003641.jpg,0
3308,1564,21,female,fair,0,0,palmar right,Hand_0003642.jpg,0
3309,1564,21,female,fair,0,0,palmar right,Hand_0003643.jpg,0
3310,1564,21,female,fair,0,0,palmar right,Hand_0003644.jpg,0
3311,1564,21,female,fair,0,0,palmar right,Hand_0003645.jpg,0
3312,1564,21,female,fair,0,0,palmar right,Hand_0003646.jpg,0
3313,1564,21,female,fair,0,0,palmar right,Hand_0003647.jpg,0
3314,1564,21,female,fair,0,0,palmar right,Hand_0003648.jpg,0
3328,1569,21,female,medium,1,0,palmar left,Hand_0003681.jpg,0
3329,1569,21,female,medium,1,0,palmar left,Hand_0003682.jpg,0
3330,1569,21,female,medium,1,0,palmar left,Hand_0003683.jpg,0
3331,1569,21,female,medium,1,0,palmar left,Hand_0003684.jpg,0
3332,1569,21,female,medium,1,0,palmar left,Hand_0003685.jpg,0
3333,1569,21,female,medium,1,0,palmar left,Hand_0003686.jpg,0
3334,1569,21,female,medium,1,0,palmar left,Hand_0003687.jpg,0
3335,1569,21,female,medium,1,0,palmar left,Hand_0003688.jpg,0
3336,1569,21,female,medium,1,0,palmar left,Hand_0003689.jpg,0
3337,1569,21,female,medium,1,0,palmar left,Hand_0003690.jpg,0
3338,1569,21,female,medium,1,0,palmar left,Hand_0003691.jpg,0
3339,1569,21,female,medium,1,0,palmar left,Hand_0003692.jpg,0
3352,1569,21,female,medium,0,0,palmar right,Hand_0003705.jpg,0
3353,1569,21,female,medium,0,0,palmar right,Hand_0003706.jpg,0
3354,1569,21,female,medium,0,0,palmar right,Hand_0003707.jpg,0
3355,1569,21,female,medium,0,0,palmar right,Hand_0003708.jpg,0
3356,1569,21,female,medium,0,0,palmar right,Hand_0003709.jpg,0
3357,1569,21,female,medium,0,0,palmar right,Hand_0003710.jpg,0
3358,1569,21,female,medium,0,0,palmar right,Hand_0003711.jpg,0
3359,1569,21,female,medium,0,0,palmar right,Hand_0003712.jpg,0
3360,1569,21,female,medium,0,0,palmar right,Hand_0003713.jpg,0
3361,1569,21,female,medium,0,0,palmar right,Hand_0003714.jpg,0
3362,1569,21,female,medium,0,0,palmar right,Hand_0003715.jpg,0
3363,1569,21,female,medium,0,0,palmar right,Hand_0003716.jpg,0
3364,1569,21,female,medium,0,0,palmar right,Hand_0003717.jpg,0
3365,1569,21,female,medium,0,0,palmar right,Hand_0003718.jpg,0
3366,1569,21,female,medium,0,0,palmar right,Hand_0003719.jpg,0
3379,1567,20,female,fair,0,0,palmar right,Hand_0003742.jpg,0
3380,1567,20,female,fair,0,0,palmar right,Hand_0003743.jpg,0
3381,1567,20,female,fair,0,0,palmar right,Hand_0003744.jpg,0
3382,1567,20,female,fair,0,0,palmar right,Hand_0003745.jpg,0
3383,1567,20,female,fair,0,0,palmar right,Hand_0003746.jpg,0
3384,1567,20,female,fair,0,0,palmar right,Hand_0003747.jpg,0
3385,1567,20,female,fair,0,0,palmar right,Hand_0003748.jpg,0
3386,1567,20,female,fair,0,0,palmar right,Hand_0003749.jpg,0
3387,1567,20,female,fair,0,0,palmar right,Hand_0003750.jpg,0
3388,1567,20,female,fair,0,0,palmar right,Hand_0003751.jpg,0
3389,1567,20,female,fair,0,0,palmar right,Hand_0003752.jpg,0
3397,1567,20,female,fair,0,0,palmar left,Hand_0003760.jpg,0
3398,1567,20,female,fair,0,0,palmar left,Hand_0003761.jpg,0
3399,1567,20,female,fair,0,0,palmar left,Hand_0003762.jpg,0
3400,1567,20,female,fair,0,0,palmar left,Hand_0003763.jpg,0
3401,1567,20,female,fair,0,0,palmar left,Hand_0003764.jpg,0
3402,1567,20,female,fair,0,0,palmar left,Hand_0003765.jpg,0
3403,1567,20,female,fair,0,0,palmar left,Hand_0003766.jpg,0
3418,1568,21,female,fair,1,0,palmar right,Hand_0003781.jpg,0
3419,1568,21,female,fair,1,0,palmar right,Hand_0003782.jpg,0
3420,1568,21,female,fair,1,0,palmar right,Hand_0003783.jpg,0
3421,1568,21,female,fair,1,0,palmar right,Hand_0003784.jpg,0
3422,1568,21,female,fair,1,0,palmar right,Hand_0003785.jpg,0
3423,1568,21,female,fair,1,0,palmar right,Hand_0003786.jpg,0
3424,1568,21,female,fair,1,0,palmar right,Hand_0003787.jpg,0
3425,1568,21,female,fair,1,0,palmar right,Hand_0003788.jpg,0
3426,1568,21,female,fair,1,0,palmar right,Hand_0003789.jpg,0
3427,1568,21,female,fair,1,0,palmar right,Hand_0003790.jpg,0
3428,1568,21,female,fair,1,0,palmar right,Hand_0003791.jpg,0
3429,1568,21,female,fair,1,0,palmar right,Hand_0003792.jpg,0
3430,1568,21,female,fair,1,0,palmar right,Hand_0003793.jpg,0
3431,1568,21,female,fair,1,0,palmar right,Hand_0003794.jpg,0
3432,1568,21,female,fair,1,0,palmar right,Hand_0003795.jpg,0
3433,1568,21,female,fair,1,0,palmar right,Hand_0003796.jpg,0
3452,1568,21,female,fair,0,0,palmar left,Hand_0003815.jpg,0
3453,1568,21,female,fair,0,0,palmar left,Hand_0003816.jpg,0
3454,1568,21,female,fair,0,0,palmar left,Hand_0003817.jpg,0
3455,1568,21,female,fair,0,0,palmar left,Hand_0003818.jpg,0
3456,1568,21,female,fair,0,0,palmar left,Hand_0003819.jpg,0
3457,1568,21,female,fair,0,0,palmar left,Hand_0003820.jpg,0
3458,1568,21,female,fair,0,0,palmar left,Hand_0003821.jpg,0
3459,1568,21,female,fair,0,0,palmar left,Hand_0003822.jpg,0
3460,1568,21,female,fair,0,0,palmar left,Hand_0003823.jpg,0
3461,1568,21,female,fair,0,0,palmar left,Hand_0003824.jpg,0
3462,1568,21,female,fair,0,0,palmar left,Hand_0003825.jpg,0
3463,1568,21,female,fair,0,0,palmar left,Hand_0003826.jpg,0
3464,1568,21,female,fair,0,0,palmar left,Hand_0003827.jpg,0
3465,1568,21,female,fair,0,0,palmar left,Hand_0003828.jpg,0
3466,1568,21,female,fair,0,0,palmar left,Hand_0003829.jpg,0
3467,1568,21,female,fair,0,0,palmar left,Hand_0003830.jpg,0
3592,1039,21,male,fair,0,0,palmar right,Hand_0003957.jpg,0
3593,1039,21,male,fair,0,0,palmar right,Hand_0003958.jpg,0
3594,1039,21,male,fair,0,0,palmar right,Hand_0003959.jpg,0
3595,1039,21,male,fair,0,0,palmar right,Hand_0003960.jpg,0
3596,1039,21,male,fair,0,0,palmar right,Hand_0003961.jpg,0
3597,1039,21,male,fair,0,0,palmar right,Hand_0003962.jpg,0
3598,1039,21,male,fair,0,0,palmar right,Hand_0003970.jpg,0
3599,1039,21,male,fair,0,0,palmar right,Hand_0003971.jpg,0
3600,1039,21,male,fair,0,0,palmar right,Hand_0003972.jpg,0
3601,1039,21,male,fair,0,0,palmar right,Hand_0003973.jpg,0
3602,1039,21,male,fair,0,0,palmar right,Hand_0003974.jpg,0
3603,1039,21,male,fair,0,0,palmar right,Hand_0003975.jpg,0
3604,1039,21,male,fair,0,0,palmar right,Hand_0003976.jpg,0
3605,1039,21,male,fair,0,0,palmar right,Hand_0003977.jpg,0
3606,1039,21,male,fair,0,0,palmar right,Hand_0003978.jpg,0
3607,1039,21,male,fair,0,0,palmar right,Hand_0003979.jpg,0
3608,1039,21,male,fair,0,0,palmar right,Hand_0003980.jpg,0
3609,1039,21,male,fair,0,0,palmar right,Hand_0003981.jpg,0
3610,1039,21,male,fair,0,0,palmar right,Hand_0003982.jpg,0
3611,1039,21,male,fair,0,0,palmar right,Hand_0003983.jpg,0
3612,1039,21,male,fair,0,0,palmar right,Hand_0003984.jpg,0
3613,1039,21,male,fair,0,0,palmar right,Hand_0003985.jpg,0
3636,1039,21,male,fair,0,0,palmar left,Hand_0004009.jpg,0
3637,1039,21,male,fair,0,0,palmar left,Hand_0004011.jpg,0
3638,1039,21,male,fair,0,0,palmar left,Hand_0004012.jpg,0
3639,1039,21,male,fair,0,0,palmar left,Hand_0004013.jpg,0
3640,1039,21,male,fair,0,0,palmar left,Hand_0004014.jpg,0
3641,1039,21,male,fair,0,0,palmar left,Hand_0004015.jpg,0
3642,1039,21,male,fair,0,0,palmar left,Hand_0004016.jpg,0
3643,1039,21,male,fair,0,0,palmar left,Hand_0004017.jpg,0
3644,1039,21,male,fair,0,0,palmar left,Hand_0004018.jpg,0
3645,1039,21,male,fair,0,0,palmar left,Hand_0004019.jpg,0
3646,1039,21,male,fair,0,0,palmar left,Hand_0004020.jpg,0
3647,1039,21,male,fair,0,0,palmar left,Hand_0004021.jpg,0
3648,1039,21,male,fair,0,0,palmar left,Hand_0004022.jpg,0
3649,1039,21,male,fair,0,0,palmar left,Hand_0004023.jpg,0
3650,1039,21,male,fair,0,0,palmar left,Hand_0004024.jpg,0
3651,1039,21,male,fair,0,0,palmar left,Hand_0004025.jpg,0
3652,1039,21,male,fair,0,0,palmar left,Hand_0004026.jpg,0
3653,1039,21,male,fair,0,0,palmar left,Hand_0004027.jpg,0
3654,1039,21,male,fair,0,0,palmar left,Hand_0004028.jpg,0
3655,1039,21,male,fair,0,0,palmar left,Hand_0004029.jpg,0
3656,1039,21,male,fair,0,0,palmar left,Hand_0004030.jpg,0
3657,1039,21,male,fair,0,0,palmar left,Hand_0004031.jpg,0
3658,1039,21,male,fair,0,0,palmar left,Hand_0004032.jpg,0
3682,1013,21,male,fair,0,0,palmar right,Hand_0004058.jpg,0
3683,1013,21,male,fair,0,0,palmar right,Hand_0004059.jpg,0
3684,1013,21,male,fair,0,0,palmar right,Hand_0004060.jpg,0
3685,1013,21,male,fair,0,0,palmar right,Hand_0004061.jpg,0
3686,1013,21,male,fair,0,0,palmar right,Hand_0004062.jpg,0
3687,1013,21,male,fair,0,0,palmar right,Hand_0004063.jpg,0
3688,1013,21,male,fair,0,0,palmar right,Hand_0004064.jpg,0
3689,1013,21,male,fair,0,0,palmar right,Hand_0004065.jpg,0
3690,1013,21,male,fair,0,0,palmar right,Hand_0004066.jpg,0
3691,1013,21,male,fair,0,0,palmar right,Hand_0004067.jpg,0
3692,1013,21,male,fair,0,0,palmar right,Hand_0004068.jpg,0
3693,1013,21,male,fair,0,0,palmar right,Hand_0004069.jpg,0
3694,1013,21,male,fair,0,0,palmar right,Hand_0004070.jpg,0
3695,1013,21,male,fair,0,0,palmar right,Hand_0004071.jpg,0
3696,1013,21,male,fair,0,0,palmar right,Hand_0004072.jpg,0
3697,1013,21,male,fair,0,0,palmar right,Hand_0004073.jpg,0
3698,1013,21,male,fair,0,0,palmar right,Hand_0004074.jpg,0
3699,1013,21,male,fair,0,0,palmar right,Hand_0004075.jpg,0
3700,1013,21,male,fair,0,0,palmar right,Hand_0004076.jpg,0
3701,1013,21,male,fair,0,0,palmar right,Hand_0004077.jpg,0
3702,1013,21,male,fair,0,0,palmar right,Hand_0004078.jpg,0
3703,1013,21,male,fair,0,0,palmar right,Hand_0004079.jpg,0
3704,1013,21,male,fair,0,0,palmar right,Hand_0004080.jpg,0
3705,1013,21,male,fair,0,0,palmar right,Hand_0004081.jpg,0
3706,1013,21,male,fair,0,0,palmar right,Hand_0004082.jpg,0
3707,1013,21,male,fair,0,0,palmar right,Hand_0004083.jpg,0
3708,1013,21,male,fair,0,0,palmar right,Hand_0004084.jpg,0
3709,1013,21,male,fair,0,0,palmar right,Hand_0004085.jpg,0
3710,1013,21,male,fair,0,0,palmar right,Hand_0004086.jpg,0
3711,1013,21,male,fair,0,0,palmar right,Hand_0004087.jpg,0
3712,1013,21,male,fair,0,0,palmar right,Hand_0004088.jpg,0
3713,1013,21,male,fair,0,0,palmar right,Hand_0004089.jpg,0
3714,1013,21,male,fair,0,0,palmar right,Hand_0004090.jpg,0
3715,1013,21,male,fair,0,0,palmar right,Hand_0004091.jpg,0
3716,1013,21,male,fair,0,0,palmar right,Hand_0004092.jpg,0
3717,1013,21,male,fair,0,0,palmar right,Hand_0004093.jpg,0
3718,1013,21,male,fair,0,0,palmar left,Hand_0004094.jpg,0
3719,1013,21,male,fair,0,0,palmar left,Hand_0004095.jpg,0
3720,1013,21,male,fair,0,0,palmar left,Hand_0004096.jpg,0
3721,1013,21,male,fair,0,0,palmar left,Hand_0004097.jpg,0
3722,1013,21,male,fair,0,0,palmar left,Hand_0004098.jpg,0
3723,1013,21,male,fair,0,0,palmar left,Hand_0004099.jpg,0
3724,1013,21,male,fair,0,0,palmar left,Hand_0004100.jpg,0
3725,1013,21,male,fair,0,0,palmar left,Hand_0004101.jpg,0
3726,1013,21,male,fair,0,0,palmar left,Hand_0004102.jpg,0
3727,1013,21,male,fair,0,0,palmar left,Hand_0004103.jpg,0
3728,1013,21,male,fair,0,0,palmar left,Hand_0004104.jpg,0
3729,1013,21,male,fair,0,0,palmar left,Hand_0004105.jpg,0
3730,1013,21,male,fair,0,0,palmar left,Hand_0004106.jpg,0
3731,1013,21,male,fair,0,0,palmar left,Hand_0004107.jpg,0
3732,1013,21,male,fair,0,0,palmar left,Hand_0004108.jpg,0
3733,1013,21,male,fair,0,0,palmar left,Hand_0004109.jpg,0
3734,1013,21,male,fair,0,0,palmar left,Hand_0004110.jpg,0
3777,1032,21,female,fair,0,0,palmar right,Hand_0004153.jpg,0
3778,1032,21,female,fair,0,0,palmar right,Hand_0004154.jpg,0
3779,1032,21,female,fair,0,0,palmar right,Hand_0004155.jpg,0
3780,1032,21,female,fair,0,0,palmar right,Hand_0004156.jpg,0
3781,1032,21,female,fair,0,0,palmar right,Hand_0004157.jpg,0
3782,1032,21,female,fair,0,0,palmar right,Hand_0004158.jpg,0
3783,1032,21,female,fair,0,0,palmar right,Hand_0004159.jpg,0
3784,1032,21,female,fair,0,0,palmar right,Hand_0004160.jpg,0
3785,1032,21,female,fair,0,0,palmar right,Hand_0004161.jpg,0
3786,1032,21,female,fair,0,0,palmar right,Hand_0004162.jpg,0
3787,1032,21,female,fair,0,0,palmar right,Hand_0004163.jpg,0
3788,1032,21,female,fair,0,0,palmar right,Hand_0004164.jpg,0
3789,1032,21,female,fair,0,0,palmar right,Hand_0004165.jpg,0
3790,1032,21,female,fair,0,0,palmar right,Hand_0004166.jpg,0
3791,1032,21,female,fair,0,0,palmar right,Hand_0004167.jpg,0
3792,1032,21,female,fair,0,0,palmar right,Hand_0004168.jpg,0
3793,1032,21,female,fair,0,0,palmar right,Hand_0004169.jpg,0
3794,1032,21,female,fair,0,0,palmar right,Hand_0004170.jpg,0
3795,1032,21,female,fair,0,0,palmar right,Hand_0004171.jpg,0
3819,1032,21,female,fair,1,0,palmar left,Hand_0004195.jpg,0
3820,1032,21,female,fair,1,0,palmar left,Hand_0004196.jpg,0
3821,1032,21,female,fair,1,0,palmar left,Hand_0004197.jpg,0
3822,1032,21,female,fair,1,0,palmar left,Hand_0004198.jpg,0
3823,1032,21,female,fair,1,0,palmar left,Hand_0004199.jpg,0
3824,1032,21,female,fair,1,0,palmar left,Hand_0004200.jpg,0
3825,1032,21,female,fair,1,0,palmar left,Hand_0004201.jpg,0
3826,1032,21,female,fair,1,0,palmar left,Hand_0004202.jpg,0
3827,1032,21,female,fair,1,0,palmar left,Hand_0004203.jpg,0
3828,1032,21,female,fair,1,0,palmar left,Hand_0004204.jpg,0
3829,1032,21,female,fair,1,0,palmar left,Hand_0004205.jpg,0
3830,1032,21,female,fair,1,0,palmar left,Hand_0004206.jpg,0
3831,1032,21,female,fair,1,0,palmar left,Hand_0004207.jpg,0
3832,1032,21,female,fair,1,0,palmar left,Hand_0004208.jpg,0
3833,1032,21,female,fair,1,0,palmar left,Hand_0004209.jpg,0
3834,1032,21,female,fair,1,0,palmar left,Hand_0004210.jpg,0
3835,1032,21,female,fair,1,0,palmar left,Hand_0004211.jpg,0
3836,1032,21,female,fair,1,0,palmar left,Hand_0004212.jpg,0
3837,1032,21,female,fair,1,0,palmar left,Hand_0004213.jpg,0
3838,1032,21,female,fair,1,0,palmar left,Hand_0004214.jpg,0
3839,1032,21,female,fair,1,0,palmar left,Hand_0004215.jpg,0
3867,1034,21,female,medium,1,0,palmar right,Hand_0004243.jpg,0
3868,1034,21,female,medium,1,0,palmar right,Hand_0004244.jpg,0
3869,1034,21,female,medium,1,0,palmar right,Hand_0004245.jpg,0
3870,1034,21,female,medium,1,0,palmar right,Hand_0004246.jpg,0
3871,1034,21,female,medium,1,0,palmar right,Hand_0004247.jpg,0
3872,1034,21,female,medium,1,0,palmar right,Hand_0004248.jpg,0
3873,1034,21,female,medium,1,0,palmar right,Hand_0004249.jpg,0
3874,1034,21,female,medium,1,0,palmar right,Hand_0004250.jpg,0
3875,1034,21,female,medium,1,0,palmar right,Hand_0004251.jpg,0
3876,1034,21,female,medium,1,0,palmar right,Hand_0004252.jpg,0
3877,1034,21,female,medium,1,0,palmar right,Hand_0004253.jpg,0
3878,1034,21,female,medium,1,0,palmar right,Hand_0004254.jpg,0
3879,1034,21,female,medium,1,0,palmar right,Hand_0004255.jpg,0
3880,1034,21,female,medium,1,0,palmar right,Hand_0004256.jpg,0
3881,1034,21,female,medium,1,0,palmar right,Hand_0004257.jpg,0
3882,1034,21,female,medium,1,0,palmar right,Hand_0004258.jpg,0
3883,1034,21,female,medium,1,0,palmar right,Hand_0004259.jpg,0
3884,1034,21,female,medium,1,0,palmar right,Hand_0004260.jpg,0
3885,1034,21,female,medium,1,0,palmar right,Hand_0004261.jpg,0
3886,1034,21,female,medium,1,0,palmar right,Hand_0004262.jpg,0
3887,1034,21,female,medium,1,0,palmar right,Hand_0004263.jpg,0
3912,1034,21,female,medium,1,0,palmar left,Hand_0004289.jpg,0
3913,1034,21,female,medium,1,0,palmar left,Hand_0004290.jpg,0
3914,1034,21,female,medium,1,0,palmar left,Hand_0004291.jpg,0
3915,1034,21,female,medium,1,0,palmar left,Hand_0004292.jpg,0
3916,1034,21,female,medium,1,0,palmar left,Hand_0004293.jpg,0
3917,1034,21,female,medium,1,0,palmar left,Hand_0004294.jpg,0
3918,1034,21,female,medium,1,0,palmar left,Hand_0004295.jpg,0
3919,1034,21,female,medium,1,0,palmar left,Hand_0004296.jpg,0
3920,1034,21,female,medium,1,0,palmar left,Hand_0004297.jpg,0
3921,1034,21,female,medium,1,0,palmar left,Hand_0004298.jpg,0
3922,1034,21,female,medium,1,0,palmar left,Hand_0004299.jpg,0
3923,1034,21,female,medium,1,0,palmar left,Hand_0004300.jpg,0
3924,1034,21,female,medium,1,0,palmar left,Hand_0004301.jpg,0
3925,1034,21,female,medium,1,0,palmar left,Hand_0004302.jpg,0
3926,1034,21,female,medium,1,0,palmar left,Hand_0004303.jpg,0
3927,1034,21,female,medium,1,0,palmar left,Hand_0004304.jpg,0
3928,1034,21,female,medium,1,0,palmar left,Hand_0004305.jpg,0
3929,1034,21,female,medium,1,0,palmar left,Hand_0004306.jpg,0
3930,1034,21,female,medium,1,0,palmar left,Hand_0004307.jpg,0
3931,1034,21,female,medium,1,0,palmar left,Hand_0004308.jpg,0
3932,1034,21,female,medium,1,0,palmar left,Hand_0004309.jpg,0
3933,1034,21,female,medium,1,0,palmar left,Hand_0004310.jpg,0
3934,1034,21,female,medium,1,0,palmar left,Hand_0004311.jpg,0
3964,1035,21,female,fair,1,0,palmar right,Hand_0004342.jpg,0
3965,1035,21,female,fair,1,0,palmar right,Hand_0004343.jpg,0
3966,1035,21,female,fair,1,0,palmar right,Hand_0004344.jpg,0
3967,1035,21,female,fair,1,0,palmar right,Hand_0004345.jpg,0
3968,1035,21,female,fair,1,0,palmar right,Hand_0004346.jpg,0
3969,1035,21,female,fair,1,0,palmar right,Hand_0004347.jpg,0
3970,1035,21,female,fair,1,0,palmar right,Hand_0004348.jpg,0
3971,1035,21,female,fair,1,0,palmar right,Hand_0004349.jpg,0
3972,1035,21,female,fair,1,0,palmar right,Hand_0004350.jpg,0
3973,1035,21,female,fair,1,0,palmar right,Hand_0004351.jpg,0
3974,1035,21,female,fair,1,0,palmar right,Hand_0004352.jpg,0
3975,1035,21,female,fair,1,0,palmar right,Hand_0004353.jpg,0
3976,1035,21,female,fair,1,0,palmar right,Hand_0004354.jpg,0
3977,1035,21,female,fair,1,0,palmar right,Hand_0004355.jpg,0
3978,1035,21,female,fair,1,0,palmar right,Hand_0004356.jpg,0
3979,1035,21,female,fair,1,0,palmar right,Hand_0004357.jpg,0
3980,1035,21,female,fair,1,0,palmar right,Hand_0004358.jpg,0
3981,1035,21,female,fair,1,0,palmar right,Hand_0004359.jpg,0
3982,1035,21,female,fair,1,0,palmar right,Hand_0004360.jpg,0
3983,1035,21,female,fair,1,0,palmar right,Hand_0004361.jpg,0
4020,1035,21,female,fair,1,0,palmar left,Hand_0004398.jpg,0
4021,1035,21,female,fair,1,0,palmar left,Hand_0004399.jpg,0
4022,1035,21,female,fair,1,0,palmar left,Hand_0004400.jpg,0
4023,1035,21,female,fair,1,0,palmar left,Hand_0004401.jpg,0
4024,1035,21,female,fair,1,0,palmar left,Hand_0004402.jpg,0
4025,1035,21,female,fair,1,0,palmar left,Hand_0004403.jpg,0
4026,1035,21,female,fair,1,0,palmar left,Hand_0004404.jpg,0
4027,1035,21,female,fair,1,0,palmar left,Hand_0004405.jpg,0
4028,1035,21,female,fair,1,0,palmar left,Hand_0004406.jpg,0
4029,1035,21,female,fair,1,0,palmar left,Hand_0004407.jpg,0
4030,1035,21,female,fair,1,0,palmar left,Hand_0004408.jpg,0
4031,1035,21,female,fair,1,0,palmar left,Hand_0004409.jpg,0
4032,1035,21,female,fair,1,0,palmar left,Hand_0004410.jpg,0
4033,1035,21,female,fair,1,0,palmar left,Hand_0004411.jpg,0
4034,1035,21,female,fair,1,0,palmar left,Hand_0004412.jpg,0
4035,1035,21,female,fair,1,0,palmar left,Hand_0004413.jpg,0
4036,1035,21,female,fair,1,0,palmar left,Hand_0004414.jpg,0
4037,1035,21,female,fair,1,0,palmar left,Hand_0004415.jpg,0
4038,1035,21,female,fair,1,0,palmar left,Hand_0004416.jpg,0
4039,1035,21,female,fair,1,0,palmar left,Hand_0004417.jpg,0
4040,1035,21,female,fair,1,0,palmar left,Hand_0004418.jpg,0
4041,1035,21,female,fair,1,0,palmar left,Hand_0004419.jpg,0
4080,1066,21,female,medium,0,0,palmar right,Hand_0004458.jpg,0
4081,1066,21,female,medium,0,0,palmar right,Hand_0004459.jpg,0
4082,1066,21,female,medium,0,0,palmar right,Hand_0004460.jpg,0
4083,1066,21,female,medium,0,0,palmar right,Hand_0004461.jpg,0
4084,1066,21,female,medium,0,0,palmar right,Hand_0004462.jpg,0
4085,1066,21,female,medium,0,0,palmar right,Hand_0004463.jpg,0
4086,1066,21,female,medium,0,0,palmar right,Hand_0004464.jpg,0
4087,1066,21,female,medium,0,0,palmar right,Hand_0004465.jpg,0
4088,1066,21,female,medium,0,0,palmar right,Hand_0004466.jpg,0
4089,1066,21,female,medium,0,0,palmar right,Hand_0004467.jpg,0
